,id,previousHomeWin,previousAwayWin,previousDraw,previousManagerHomeWin,previousManagerAwayWin,previousManagerDraw,homeAvgRating,homePosition,homePoint,homeForm,awayAvgRating,awayPosition,awayPoint,awayForm,homeExpectedGoal,awayExpectedGoal,homeExpectedAssist,awayExpectedAssist,homeBallPosession,homeShotOnTarget,awayShotOnTarget,homeShotOffTarget,awayShotOffTarget,homeBlockedShot,awayBlockedShot,homeCorner,awayCorner,homeOffside,awayOffside,homeFoul,awayFoul,homeYellowCard,awayYellowCard,homeRedCard,awayRedCard,homeFreekick,awayFreekick,homeThrowIn,awayThrowIn,homeGoalkick,awayGoalkick,homeBigChance,awayBigChance,homeBigChanceMissed,awayBigChanceMissed,homeShotInsideBox,awayShotInsideBox,homeGoalSave,awayGoalSave,homeGoalPrevented,awayGoalPrevented,homePass,awayPass,homeAccuratePass,awayAccuratePass,homeLongPass,awayLongPass,homeAccurateLongPass,awayAccurateLongPass,homeCross,awayCross,homeAccurateCross,awayAccurateCross,homeDribble,awwayDribble,homeSuccessfulDribble,awaySuccessfulDribble,homePossesionLost,awayPossesionLost,homeDuelWon,awayDuelWon,homeAerialWon,awayAerialWon,homeTackle,awayTackle,homeInterception,awayInterception,homeClearance,awayClearance,homeTeamId,awayTeamId,homeScorePeriod1,homeScoreCurrent,awayScorePeriod1,awayScoreCurrent
39,11352584,13,5,2,7,1,2,6.95,5,7.0,2.333333333333333,6.96,8,6.0,2.0,1.04,0.33,0.31,0.2,70.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,5.0,7.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,419.0,175.0,387.0,141.0,20.0,28.0,14.0,15.0,3.0,5.0,1.0,2.0,5.0,7.0,1.0,3.0,52.0,49.0,16.0,13.0,5.0,1.0,6.0,7.0,4.0,4.0,7.0,9.0,44,40,2,3,0,0
40,11352590,0,1,1,0,1,0,6.65,19,0.0,0.0,7.09,2,7.0,2.333333333333333,0.72,0.72,0.39,0.35,33.0,0.0,1.0,7.0,4.0,1.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,9.0,8.0,5.0,6.0,2.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,160.0,344.0,113.0,297.0,35.0,29.0,12.0,15.0,16.0,9.0,5.0,0.0,10.0,8.0,5.0,5.0,75.0,78.0,25.0,24.0,9.0,9.0,7.0,8.0,5.0,4.0,11.0,19.0,72,37,0,1,1,2
41,11352551,7,5,6,1,1,0,7.19,6,6.0,2.0,6.98,14,3.0,1.0,1.11,0.54,0.49,0.38,59.0,4.0,0.0,5.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,6.0,6.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,8.0,3.0,1.0,4.0,0.0,0.0,292.0,197.0,253.0,160.0,26.0,20.0,13.0,7.0,7.0,6.0,5.0,1.0,9.0,8.0,5.0,8.0,56.0,49.0,23.0,26.0,7.0,3.0,2.0,9.0,3.0,3.0,4.0,8.0,30,39,1,3,0,1
42,11352561,3,13,4,0,1,0,6.61,19,0.0,0.0,7.25,3,7.0,2.333333333333333,0.47,1.06,0.41,0.59,48.0,1.0,6.0,2.0,1.0,1.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,7.0,13.0,7.0,4.0,5.0,1.0,2.0,0.0,1.0,2.0,6.0,4.0,0.0,0.0,0.0,231.0,253.0,184.0,211.0,38.0,19.0,15.0,7.0,3.0,5.0,1.0,2.0,15.0,10.0,6.0,4.0,69.0,67.0,28.0,24.0,4.0,2.0,14.0,11.0,4.0,4.0,7.0,5.0,6,33,1,2,2,5
43,11352602,9,7,4,1,0,0,6.89,10,6.0,1.5,7.13,7,7.0,1.75,1.02,0.06,0.6,0.28,66.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,4.0,11.0,10.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,310.0,161.0,265.0,118.0,24.0,21.0,15.0,6.0,12.0,4.0,5.0,0.0,9.0,11.0,4.0,6.0,72.0,62.0,23.0,22.0,4.0,0.0,10.0,12.0,4.0,8.0,2.0,15.0,40,7,0,3,0,1
45,11352600,4,10,2,0,0,1,6.75,16,2.0,0.5,7.1,14,4.0,1.0,0.32,0.56,0.5,0.66,33.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,8.0,8.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,161.0,346.0,124.0,311.0,23.0,18.0,6.0,14.0,5.0,3.0,3.0,0.0,11.0,12.0,8.0,8.0,56.0,61.0,33.0,26.0,3.0,4.0,10.0,6.0,8.0,3.0,10.0,4.0,60,38,0,0,0,0
61,11352615,6,1,1,4,0,1,6.9,14,3.0,0.75,6.98,10,6.0,1.5,0.6,0.18,0.41,0.36,63.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,3.0,16.0,10.0,4.0,4.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,271.0,160.0,227.0,117.0,22.0,29.0,9.0,14.0,12.0,7.0,4.0,2.0,16.0,7.0,10.0,5.0,78.0,68.0,31.0,36.0,7.0,13.0,7.0,15.0,4.0,3.0,7.0,15.0,39,50,0,1,0,0
63,11352626,4,14,2,1,1,0,6.98,15,3.0,0.75,6.98,3,10.0,2.5,0.4,0.6,1.0,0.16,36.0,2.0,2.0,5.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,10.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,176.0,330.0,147.0,299.0,20.0,15.0,9.0,12.0,11.0,8.0,6.0,3.0,19.0,10.0,11.0,4.0,54.0,52.0,27.0,21.0,4.0,2.0,11.0,11.0,6.0,4.0,8.0,12.0,3,44,1,1,0,3
64,11352608,3,0,2,1,0,0,6.69,13,4.0,1.0,6.69,19,0.0,0.0,0.38,0.5,0.55,0.18,76.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,3.0,11.0,7.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,395.0,122.0,359.0,84.0,26.0,18.0,17.0,4.0,10.0,5.0,4.0,2.0,7.0,5.0,3.0,1.0,60.0,60.0,23.0,22.0,6.0,11.0,6.0,8.0,6.0,4.0,4.0,7.0,43,72,0,1,0,0
66,11352611,10,6,0,1,2,0,6.93,11,6.0,1.5,7.15,6,9.0,2.25,0.64,0.56,0.21,0.16,42.0,1.0,1.0,2.0,2.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,3.0,6.0,3.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,245.0,339.0,212.0,312.0,27.0,28.0,13.0,21.0,7.0,3.0,0.0,2.0,16.0,9.0,9.0,2.0,60.0,49.0,22.0,23.0,0.0,4.0,8.0,14.0,2.0,5.0,1.0,7.0,35,30,0,1,1,3
68,11352621,5,3,4,1,0,0,7.25,3,10.0,2.5,6.75,17,1.0,0.25,1.09,0.4,0.68,0.13,68.0,7.0,2.0,3.0,0.0,2.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,8.0,5.0,0.0,5.0,2.0,0.0,2.0,0.0,7.0,3.0,2.0,7.0,0.0,0.0,337.0,160.0,308.0,120.0,16.0,26.0,8.0,14.0,15.0,3.0,3.0,1.0,15.0,2.0,9.0,2.0,61.0,57.0,24.0,24.0,5.0,10.0,5.0,9.0,2.0,4.0,3.0,13.0,33,15,0,2,0,1
70,11352625,1,16,3,1,11,3,7.1,4,10.0,2.5,7.38,2,12.0,3.0,0.8,1.97,0.52,2.14,37.0,2.0,7.0,1.0,2.0,0.0,8.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,6.0,5.0,5.0,1.0,2.0,4.0,1.0,4.0,2.0,10.0,5.0,1.0,0.0,0.0,174.0,306.0,153.0,283.0,13.0,16.0,10.0,11.0,7.0,17.0,2.0,2.0,5.0,8.0,2.0,4.0,41.0,52.0,24.0,18.0,8.0,4.0,8.0,7.0,2.0,3.0,19.0,2.0,37,17,1,1,0,3
72,11352605,6,13,1,2,3,3,6.87,18,1.0,0.25,7.13,5,10.0,2.5,0.15,0.2,0.03,0.36,23.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,6.0,12.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,110.0,380.0,74.0,342.0,23.0,24.0,6.0,13.0,2.0,7.0,1.0,4.0,3.0,10.0,2.0,6.0,48.0,59.0,16.0,18.0,2.0,3.0,8.0,3.0,5.0,1.0,8.0,2.0,48,42,0,0,0,1
73,11352618,3,9,6,0,1,1,6.9,12,6.0,1.5,6.59,19,0.0,0.0,0.27,0.11,0.28,0.07,46.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,9.0,9.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,213.0,257.0,172.0,222.0,27.0,30.0,11.0,16.0,7.0,6.0,0.0,1.0,9.0,10.0,4.0,6.0,62.0,57.0,25.0,24.0,9.0,4.0,9.0,5.0,5.0,3.0,2.0,12.0,14,6,0,1,1,1
74,11352627,7,7,6,0,0,1,7.13,4,13.0,2.6,7.25,2,13.0,2.6,0.76,0.87,0.14,0.56,39.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,7.0,6.0,9.0,1.0,7.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0,0.0,0.0,164.0,266.0,134.0,236.0,25.0,16.0,13.0,7.0,7.0,5.0,2.0,0.0,8.0,8.0,4.0,2.0,60.0,60.0,33.0,27.0,5.0,2.0,15.0,16.0,6.0,0.0,7.0,8.0,42,33,1,2,1,2
75,11352631,14,5,1,3,6,3,7.11,14,5.0,1.0,6.94,7,9.0,1.8,0.7,0.18,0.34,0.08,55.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,7.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,228.0,182.0,197.0,160.0,22.0,26.0,18.0,14.0,7.0,14.0,0.0,1.0,13.0,11.0,5.0,7.0,57.0,59.0,24.0,22.0,7.0,2.0,10.0,9.0,1.0,7.0,13.0,7.0,38,40,0,0,0,1
76,11352629,5,8,4,1,0,0,7.12,5,12.0,2.4,6.82,17,3.0,0.6,0.33,0.37,0.46,0.22,62.0,2.0,1.0,1.0,3.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,5.0,7.0,6.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,255.0,155.0,217.0,114.0,27.0,28.0,12.0,6.0,4.0,4.0,1.0,1.0,5.0,10.0,0.0,5.0,62.0,61.0,22.0,20.0,5.0,0.0,10.0,10.0,7.0,7.0,7.0,3.0,30,60,1,3,1,1
77,11352628,2,3,2,1,3,0,6.95,11,6.0,1.2,6.84,18,1.0,0.2,0.49,0.71,0.17,0.59,57.0,1.0,2.0,4.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,14.0,9.0,6.0,3.0,2.0,3.0,2.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,308.0,222.0,255.0,180.0,34.0,28.0,16.0,13.0,3.0,12.0,0.0,2.0,7.0,1.0,3.0,0.0,72.0,69.0,21.0,26.0,6.0,16.0,7.0,6.0,5.0,5.0,9.0,10.0,50,48,1,1,1,3
78,11352632,4,4,5,1,1,4,7.06,9,7.0,1.4,6.78,10,7.0,1.4,0.12,0.21,0.12,0.15,51.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,4.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,242.0,230.0,203.0,192.0,31.0,23.0,14.0,17.0,6.0,7.0,1.0,1.0,10.0,5.0,4.0,2.0,72.0,64.0,27.0,28.0,5.0,8.0,8.0,15.0,5.0,7.0,8.0,6.0,7,43,0,0,0,0
79,11352633,13,4,3,10,1,1,7.0,3,13.0,2.6,7.06,6,10.0,2.0,1.71,0.6,0.63,0.51,65.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,10.0,9.0,1.0,6.0,3.0,2.0,2.0,2.0,8.0,6.0,1.0,1.0,0.0,0.0,325.0,169.0,290.0,131.0,22.0,26.0,13.0,11.0,9.0,10.0,3.0,4.0,12.0,7.0,5.0,5.0,67.0,62.0,33.0,27.0,12.0,6.0,9.0,11.0,3.0,3.0,11.0,10.0,44,37,1,3,1,1
80,11352634,1,0,2,0,0,1,6.69,20,0.0,0.0,6.92,16,3.0,0.6,0.53,0.0,0.4,0.04,56.0,2.0,0.0,2.0,0.0,5.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,6.0,15.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,235.0,200.0,181.0,154.0,36.0,28.0,15.0,8.0,22.0,5.0,5.0,0.0,7.0,10.0,4.0,3.0,83.0,78.0,34.0,27.0,10.0,11.0,13.0,7.0,5.0,3.0,3.0,14.0,72,3,0,1,0,1
81,11352635,2,3,3,3,0,1,7.42,1,15.0,3.0,6.89,8,7.0,1.4,0.78,0.13,0.84,0.06,76.0,4.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,4.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,445.0,142.0,427.0,118.0,24.0,8.0,19.0,5.0,8.0,3.0,1.0,1.0,11.0,1.0,7.0,1.0,40.0,41.0,18.0,13.0,0.0,1.0,3.0,7.0,1.0,2.0,8.0,6.0,17,14,2,2,0,0
82,11352630,2,11,5,0,2,0,6.65,19,1.0,0.25,6.89,13,6.0,1.2,0.63,0.39,0.55,0.78,58.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,5.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,311.0,228.0,272.0,192.0,27.0,20.0,12.0,10.0,11.0,2.0,0.0,1.0,10.0,6.0,4.0,1.0,64.0,57.0,22.0,14.0,5.0,3.0,7.0,8.0,3.0,4.0,4.0,14.0,6,35,0,0,1,1
83,11352638,8,1,5,3,0,0,6.95,6,12.0,2.4,7.09,3,15.0,2.4,1.15,0.83,0.99,0.55,42.0,5.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0,13.0,17.0,4.0,3.0,5.0,1.0,2.0,0.0,2.0,11.0,2.0,1.0,3.0,0.0,0.0,172.0,241.0,139.0,216.0,23.0,14.0,6.0,8.0,4.0,1.0,1.0,0.0,12.0,7.0,6.0,2.0,53.0,44.0,23.0,31.0,1.0,3.0,8.0,13.0,2.0,3.0,0.0,9.0,40,30,3,6,0,1
84,11352637,1,11,2,0,1,0,6.78,17,3.0,0.4,7.08,6,14.0,2.2,0.4,1.78,0.29,0.27,38.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,7.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,180.0,310.0,141.0,276.0,25.0,18.0,10.0,10.0,6.0,1.0,1.0,1.0,13.0,8.0,6.0,5.0,63.0,52.0,17.0,29.0,3.0,6.0,5.0,13.0,6.0,5.0,2.0,5.0,60,42,0,0,2,4
86,11352643,4,9,4,1,5,4,6.86,12,7.0,1.4,6.89,14,6.0,1.0,0.17,0.34,0.21,0.56,50.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,8.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,274.0,276.0,234.0,235.0,23.0,24.0,8.0,9.0,8.0,9.0,2.0,2.0,12.0,4.0,8.0,1.0,60.0,68.0,27.0,23.0,6.0,12.0,9.0,7.0,3.0,5.0,16.0,6.0,14,50,0,1,0,1
102,11352644,2,12,6,1,0,0,7.19,6,14.0,2.6,7.04,3,16.0,3.0,1.08,1.26,0.73,0.83,57.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,3.0,12.0,13.0,3.0,4.0,1.0,1.0,0.0,1.0,5.0,8.0,2.0,3.0,0.0,0.0,328.0,235.0,292.0,195.0,10.0,27.0,5.0,14.0,5.0,9.0,0.0,5.0,8.0,8.0,5.0,5.0,53.0,64.0,26.0,19.0,4.0,4.0,9.0,7.0,5.0,3.0,13.0,3.0,33,44,1,2,1,1
104,11352639,0,1,0,0,1,0,6.91,15,4.0,0.8,6.75,18,1.0,0.2,2.25,0.8,1.94,0.2,70.0,5.0,2.0,8.0,3.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,20.0,8.0,4.0,7.0,5.0,3.0,4.0,1.0,9.0,6.0,0.0,3.0,0.0,0.0,319.0,130.0,262.0,73.0,39.0,39.0,20.0,17.0,13.0,8.0,4.0,4.0,11.0,9.0,5.0,3.0,87.0,81.0,36.0,27.0,15.0,13.0,9.0,9.0,3.0,5.0,6.0,12.0,48,72,1,1,2,2
106,11352646,5,14,1,0,0,0,6.86,16,4.0,0.8,7.37,1,18.0,3.0,0.11,0.51,0.03,0.69,31.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,11.0,4.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,141.0,318.0,112.0,288.0,21.0,8.0,14.0,6.0,3.0,8.0,0.0,1.0,8.0,11.0,6.0,8.0,45.0,48.0,20.0,28.0,3.0,1.0,6.0,8.0,4.0,3.0,12.0,5.0,3,17,1,2,0,1
108,11352641,12,4,4,1,1,0,6.92,9,9.0,1.2,7.06,10,8.0,1.0,0.49,0.36,0.34,0.25,72.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,6.0,13.0,7.0,2.0,5.0,1.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,377.0,141.0,330.0,103.0,22.0,24.0,13.0,8.0,11.0,7.0,2.0,1.0,11.0,6.0,8.0,3.0,74.0,67.0,28.0,23.0,4.0,1.0,11.0,13.0,3.0,10.0,10.0,11.0,35,7,0,0,1,1
110,11352642,7,3,4,1,0,0,7.05,8,9.0,1.2,6.72,19,1.0,0.2,1.61,0.35,0.71,0.18,52.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,9.0,3.0,9.0,13.0,2.0,5.0,4.0,1.0,4.0,1.0,6.0,2.0,1.0,3.0,0.0,0.0,238.0,222.0,185.0,164.0,24.0,34.0,9.0,11.0,8.0,2.0,2.0,0.0,11.0,13.0,8.0,4.0,79.0,88.0,43.0,18.0,9.0,5.0,17.0,6.0,1.0,2.0,6.0,8.0,39,6,1,2,0,0
112,11352645,4,4,4,1,0,0,7.01,7,10.0,1.8,6.67,20,1.0,0.2,1.49,0.33,1.15,0.29,54.0,7.0,0.0,5.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,9.0,13.0,7.0,5.0,5.0,0.0,3.0,0.0,9.0,3.0,0.0,4.0,0.0,0.0,239.0,204.0,203.0,160.0,24.0,23.0,15.0,9.0,11.0,7.0,6.0,3.0,3.0,5.0,2.0,3.0,61.0,66.0,23.0,22.0,9.0,8.0,8.0,9.0,2.0,1.0,9.0,14.0,37,15,2,2,0,0
114,11352640,1,13,6,0,3,3,6.82,12,8.0,1.0,7.09,15,5.0,0.8,0.03,0.89,0.11,0.53,55.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0,13.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,261.0,220.0,221.0,189.0,36.0,19.0,18.0,10.0,7.0,0.0,1.0,0.0,5.0,5.0,3.0,3.0,64.0,54.0,20.0,25.0,5.0,4.0,6.0,10.0,7.0,6.0,4.0,14.0,43,38,0,0,2,2
115,11626262,0,2,1,1,2,0,6.77,17,4.0,0.8,6.69,19,1.0,0.2,0.14,0.96,0.21,0.62,46.0,0.0,2.0,3.0,6.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,12.0,10.0,6.0,6.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,188.0,223.0,125.0,162.0,45.0,38.0,18.0,16.0,9.0,6.0,4.0,2.0,1.0,10.0,1.0,4.0,87.0,91.0,36.0,29.0,19.0,15.0,12.0,4.0,3.0,3.0,7.0,13.0,72,6,0,1,1,2
116,11352656,8,5,7,0,1,1,6.86,16,7.0,1.4,6.98,5,15.0,2.4,0.22,0.51,0.14,0.17,51.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,7.0,7.0,6.0,2.0,5.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,186.0,181.0,154.0,148.0,13.0,20.0,7.0,6.0,7.0,9.0,2.0,2.0,5.0,3.0,2.0,0.0,50.0,54.0,13.0,15.0,2.0,4.0,4.0,4.0,3.0,3.0,8.0,1.0,3,40,0,1,0,1
